Protein1	Protein2	Interaction	Prediction
Bx_tlp_1_2	2kyq	0	0.153
Bx_cpl_2_4	pdb7jyz	1	0.534
Bx_tlp_1_5	pdb2mm6	1	0.904
I0QYP7_9GAMM	pdb7x5c	0	0.004
A0A1I7SF60_BURXY	pdb2ma6	0	0
BxPel1_3	pdb2lfi	0	0.003
Bx_cpl_3_1	pdb2lnu	0	0.354
BxCYP33C4_5	pdb2lch	1	0.674
BxSapB1_3	pdb7sxb	0	0.068
I0QYP7_9GAMM	pdb3sdu	0	0.009
I0QWV1_9GAMM	pdb2lso	0	0.032
cyp_33C9_2	pdb2l09	1	0.891
Bx_cpl_3_5	pdb2kt1	0	0.156
BxATG16_3	pdb2n75	1	0.92
BxATG1_1	pdb6nzl	0	0.002
cyp_33C9_4	pdb2m47	0	0.178
SapB3_4	pdb6xr6	0	0.007
BxPel1_4	pdb7jyn	0	0.016
Bx_cpl_2_4	pdb2lso	0	0.179
I0QMH2_9GAMM	pdb5krw	0	0.313
BxCYP33C9_3	pdb1xet	0	nan
Bx_cpl_1_5	2lla	0	0.342
Bx_tlp_1_4	pdb7knv	1	0.953
Bx_tlp_1_1	pdb3hbe	0	0.019
A0A7I8WZ01_BURXY	pdb6tfb	0	nan
SapB3_1	pdb2lok	0	0.051
BxSapB1_3	pdb2mk2	0	0.268
A0A1I7RL37_BURXY	pdb2ko1	0	nan
BxATG1_1	pdb2n66	0	0.003
BxPel1_2	pdb7knv	0	0.02
A0A1I7S9L6_BURXY	pdb6o6w	0	0
BxPel1_4	pdb2m8x	0	0.003
BxPel1_2	pdb2lgh	0	0.014
BxATG8_1	pdb2lmd	0	0
BxATG9_5	pdb2lze	0	0.356
A0A1I7RIV0_BURXY	pdb6o6w	0	0.002
BxCYP33D3_1	pdb2l09	0	0.006
BxSapB1_5	pdb2kzx	0	0.133
Bx_cpl_3_3	pdb7y55	0	nan
Bx_cpl_2_1	pdb7knv	0	0.063
Bx_cpl_1_5	pdb2kl3	0	0.151
A0A1I7RYC6_BURXY	pdb2l8v	0	0.024
I4MYK4_9PSED	2kyq	0	0.153
A0A1I7S9L6_BURXY	pdb2l0a	0	0
cyp_33C9_1	pdb2kl3	1	0.856
BxATG1_4	pdb5ks6	0	0
Bx_cpl_1_5	pdb8s9c	0	nan
BxCYP33D3_3	2lla	1	0.821
Bx_tlp_1_4	pdb3sdu	1	0.947
cyp_33C9_5	pdb2nsx	0	nan
A0A1I7S6H9_BURXY	6dxa	0	nan
BxATG16	pdb8ubh	1	0.986
Bx_Prx_4	pdb6prq	0	0.015
I4N4M3_9PSED	pdb3sdt	0	0.002
BxATG1_4	pdb1qyc	0	nan
A0A1I7S6H9_BURXY	pdb6xr7	0	0.236
BxATG1_5	pdb2kkq	0	0.091
BxATG1_5	pdb2kl3	0	0.091
BxATG16_1	pdb6wlf	0	nan
Bx_tlp_1_5	2kcx	1	0.984
BxATG9_2	pdb7knv	0	0.239
BxCYP33C4_1	pdb6wlf	0	nan
Bx_cpl_1_5	pdb6e4j	0	0.192
BxATG16_3	pdb7knv	1	0.962
BxCYP33C4_1	pdb6e4h	0	nan
SapB3_2	pdb2nt1	0	nan
Bx_tlp_1_4	pdb2m16	1	0.972
BxATG9_5	pdb3sdv	0	0.278
cyp_33C9_3	pdb2kzw	0	0.208
A0A1I7RKV3_BURXY	pdb2lnb	0	0
BxATG16_2	pdb7wcg	0	0.003
A0A1I7S5S3_BURXY	pdb2ko1	0	nan
BxSapB1_2	pdb2kpm	1	0.504
I4N5X7_9PSED	pdb7jyn	0	0.011
Bx_cpl_2_2	pdb6xr6	0	0.393
Bx_cpl_1_1	2lla	0	0.026
BxATG9_1	pdb3s9v	0	nan
BxCYP33C4_5	pdb7qcb	1	0.726
Bx_cpl_3_4	pdb1xes	0	nan
A0A1I7RL37_BURXY	pdb2l08	0	0.373
SapB3_5	pdb3sdr	0	0.425
I0QM84_9GAMM	pdb6xr7	0	0.298
A0A1I7RKV3_BURXY	pdb7qcc	0	0
Bx_cpl_3_5	pdb2ltl	0	0.084
BxATG9_3	pdb6pqm	0	0.027
A0A1I7RYC6_BURXY	pdb2llf	0	0.018
Bx_cpl_2_1	pdb3hbd	0	0.03
I0QNA0_9GAMM	pdb7lu8	0	0.019
BxATG8_2	pdb2kct	0	0.011
I4N4Q3_9PSED	pdb7m5t	0	0.004
BxATG1_4	pdb7lu8	0	0
I0QWV1_9GAMM	pdb7qcc	0	0.029
BxATG8_1	pdb2lze	0	0
A0A060N411_BURMU	pdb2n69	0	0.001
A0A7I8X2Z5_BURXY	pdb6tfb	0	nan
BxCYP33D3_4	pdb3hbd	0	0.048
A0A1I7RL98_BURXY	pdb6prj	0	0
BxPel1_5	pdb2kt7	0	0.147
BxATG9_1	pdb8ftx	0	0
Bx_cpl_3_1	pdb2kpn	0	0.268
I4N8B0_9PSED	pdb5ks6	0	0.031
A0A060N411_BURMU	pdb7mzz	0	0.001
SapB3_3	pdb2kif	0	0.417
Bx_cpl_3_4	pdb2kvo	1	0.877
I4N4M3_9PSED	pdb2l05	0	0.002
I4MYK4_9PSED	pdb2kpt	0	0.045
BxATG9_1	pdb2mh2	0	0
A0A1I7RKV3_BURXY	pdb7c1m	0	nan
Bx_cpl_1_1	pdb2kif	0	0.014
BxCYP33D3_1	pdb2kim	0	0.005
I0QNP5_9GAMM	pdb2lnb	0	0.024
BxATG16	pdb2l9p	1	0.979
SapB3_4	pdb3sdv	0	0.002
SapB3_2	pdb7kix	0	0.066
A0A1I7SF60_BURXY	pdb6xrg	0	0
BxCYP33D3_3	pdb8c29	0	nan
Bx_Prx_5	pdb2kl3	0	0.424
cyp_33C9_3	pdb3hbh	0	0.24
I0QWV1_9GAMM	pdb2kim	0	0.033
Bx_Prx_1	pdb2lna	0	0.09
SapB3_1	pdb2mh2	0	0.053
I0QQT8_9GAMM	pdb2loy	0	0.015
BxCYP33C9_5	pdb2lo0	0	nan
BxSapB1_2	pdb2l3f	1	0.746
BxATG9_5	pdb8ubh	1	0.527
BxATG9_3	pdb7mzx	0	0.035
BxSapB1	pdb5uke	1	0.974
I4N8B0_9PSED	pdb5kp0	0	0.021
BxCYP33D3_3	pdb6xrg	1	0.889
Bx_cpl_1_3	pdb6pri	0	0.001
BxCYP33C9_4	pdb5zau	0	0
BxATG16_1	pdb7m5t	0	0
A0A1I7RT14_BURXY	pdb2l0c	0	0.002
Bx_Prx_4	pdb2kw6	0	0.008
BxATG16_3	pdb2l09	1	0.938
BxATG8_4	pdb6psi	0	nan
A0A1I7S161_BURXY	pdb7qcb	0	0
cyp_33C9_2	pdb2mbm	1	0.853
SapB3_1	pdb3hbh	0	0.028
I0QNP5_9GAMM	pdb6wlf	0	nan
cyp_33C9_1	2kcx	1	0.974
Bx_cpl_1_4	pdb2nt0	0	nan
BxSapB1_5	pdb6lqz	0	0.063
A0A1I7S162_BURXY	pdb2kzx	0	0.002
BxATG8_3	pdb6jxu	0	0.002
BxPel1_2	pdb2kt7	0	0.015
BxATG16	6dxa	0	nan
BxCYP33D3_4	pdb2l5q	0	0.118
cyp_33C9_5	pdb3sdu	0	0.286
I4N4M3_9PSED	pdb2kw6	0	0.001
BxCYP33C4_1	pdb2m01	0	0.164
BxATG1_2	pdb3hbd	0	0
A0A7I8WZ01_BURXY	pdb2m16	0	0.001
BxATG1_2	pdb2mbm	0	0
BxATG9_5	pdb2lmd	0	0.246
Bx_cpl_2_5	pdb7y55	0	nan
Bx_Prx_1	pdb2nsx	0	nan
SapB3_5	pdb2lni	0	0.456
Bx_cpl_2_1	pdb2l0a	0	0.039
I0QMH2_9GAMM	pdb5ks6	0	0.416
Bx_tlp_1_2	pdb2kl3	0	0.034
BxPel1_2	pdb2kw2	0	0.018
BxCYP33C9_5	pdb4lej	0	0.061
Bx_cpl_1_2	pdb2n3j	0	nan
Bx_cpl_1_1	pdb2lml	0	0.01
BxPel1_1	pdb6kna	0	0
Bx_cpl_2_3	pdb2ko1	0	nan
Bx_cpl_3_3	pdb6amv	1	0.915
BxCYP33C9_1	pdb2n76	0	0.232
A0A1I7S162_BURXY	pdb2kz5	0	0.002
BxATG9_3	pdb2m1l	0	nan
BxATG9_1	pdb2lxu	0	0
BxATG1_3	pdb2n66	0	0.053
BxCYP33C4_1	pdb6pq2	0	0.183
A0A1I7RYC6_BURXY	pdb2kzx	0	0.024
BxCYP33C4_2	pdb6iwj	0	nan
BxATG8_4	pdb2l82	0	0
I4N4M3_9PSED	pdb7lu8	0	0.002
A0A1I7RIV0_BURXY	pdb2ksh	0	0.007
BxCYP33C9_1	pdb7x5c	0	0.224
BxATG9_2	pdb7n99	0	0.195
Bx_Prx_2	pdb6psi	0	nan
A0A1I7RL37_BURXY	pdb2kim	0	0.368
Bx_cpl_1_2	pdb2lv2	0	0.012
BxCYP33C4_5	pdb2ma6	1	0.553
A0A1I7RL98_BURXY	pdb2n66	0	0
BxATG1_4	pdb2ksh	0	0
BxATG8_4	6dxa	0	nan
BxATG1_2	pdb2kzw	0	0
I4N5X7_9PSED	pdb2lso	0	0.002
cyp_33C9_4	pdb6prp	0	0.229
I0QQT8_9GAMM	pdb7c1m	0	nan
I0QYY0_9GAMM	7mzw	1	0.932
I4N0B6_9PSED	pdb2l9p	0	0.013
A0A1I7RYC6_BURXY	pdb6lqz	0	0.011
A0A060N411_BURMU	pdb2kvo	0	0.001
I4N4M3_9PSED	pdb2kt1	0	0.002
Bx_cpl_2_3	pdb6e4h	0	nan
BxATG8_2	pdb5ks6	0	0.016
BxSapB1_4	2lla	0	0.213
Bx_tlp_1_2	pdb2kz5	0	0.051
Bx_tlp_1_1	pdb2lml	0	0.022
I0QYP7_9GAMM	pdb2luz	0	0.006
A0A1I7RKM9_BURXY	2kyq	1	0.672
Bx_Prx_3	pdb6e4h	0	nan
A0A1I7RYC6_BURXY	pdb2kct	0	0.013
BxATG16	pdb2n69	1	0.96
A0A1I7SCA3_BURXY	pdb3sdu	0	0
BxATG8_3	pdb2lxu	0	0.002
A0A1I7RT14_BURXY	pdb2l3a	0	nan
BxSapB1	pdb2kvo	1	0.959
BxATG1_5	pdb7lu8	0	0.173
BxATG1_4	pdb2lv2	0	0
BxCYP33D3_4	pdb5ks6	0	0.074
A0A1I7S412_BURXY	pdb7c1m	0	nan
BxPel1_4	pdb6e4j	0	0.004
Bx_cpl_3_5	pdb6nzl	0	0.054
BxCYP33C4_3	pdb8ftw	0	0.322
A0A1I7RIV0_BURXY	pdb2lek	0	0.004
BxCYP33C9_4	pdb6amw	0	0
BxATG9_4	pdb2mm5	0	0.021
Bx_cpl_2_4	pdb2lv2	0	0.225
BxATG9_2	pdb2mm6	0	0.125
Bx_cpl_3_5	pdb6prj	0	0.083
BxATG8_3	pdb2lze	0	0.002
A0A1I7RKM9_BURXY	pdb3sdv	0	0.285
BxPel1_1	pdb6nu4	0	0
BxATG9_3	pdb6wlf	0	nan
BxPel1_1	pdb6prq	0	0
A0A1I7RIV0_BURXY	pdb3sdr	0	0.005
Bx_cpl_1_5	pdb2lgh	0	0.202
Bx_cpl_1_5	pdb2lx7	0	0.198
BxATG16	pdb6pri	1	0.973
BxCYP33C9_5	pdb2kpt	0	0.079
I0QNP5_9GAMM	pdb6nzl	0	0.017
Bx_cpl_1_4	pdb2ma6	0	0.005
A0A7I8X2Z5_BURXY	pdb2l9p	0	0.002
BxPel1_5	pdb1xes	0	nan
A0A1I7RIV0_BURXY	pdb2lml	0	0.003
BxATG9_2	pdb1qyc	0	nan
Bx_cpl_2_3	pdb2kw6	0	0.193
BxATG9_2	pdb2lnb	0	0.15
A0A1I7RT14_BURXY	pdb2kkq	0	0.001
Bx_cpl_2_2	2kcx	1	0.546
Bx_cpl_1_4	pdb6j4i	0	0.008
Bx_cpl_1_3	pdb1u0u	0	nan
BxATG16_1	pdb6prq	0	0
BxCYP33D3_1	pdb2n3j	0	nan
Bx_cpl_1_1	pdb2lok	0	0.018
A0A1I7S162_BURXY	pdb2kwb	0	0.003
Bx_cpl_3_5	pdb6xrg	0	0.268
BxATG8_5	pdb2ltl	0	0
I4N8B0_9PSED	pdb2lv2	0	0.028
SapB3_5	pdb6psi	0	nan
SapB3_5	pdb8ftw	1	0.504
I0QT18_9GAMM	pdb6cgh	0	0.015
I0QWV1_9GAMM	pdb8s9c	0	nan
BxATG9_5	pdb2lso	0	0.286
BxCYP33C4_2	pdb2lni	0	0.147
I0QYP7_9GAMM	pdb6pqe	0	0.008
BxCYP33C4_5	pdb6e4j	1	0.651
BxATG9_2	pdb7x5c	0	0.121
Bx_Prx_5	pdb2ll8	0	0.472
Bx_cpl_3_5	pdb1xes	0	nan
BxCYP33C9_4	pdb3sdt	0	0
BxATG16_2	pdb6lqz	0	0.003
A0A1I7SCF8_BURXY	pdb3sdv	1	0.94
SapB3_5	pdb2n3k	0	0.277
I4N5T3_9PSED	pdb2ll8	0	0.067
I0QNP5_9GAMM	2lla	0	0.059
Bx_cpl_3_3	pdb2lak	1	0.867
Bx_tlp_1_3	pdb2m47	1	0.914
Bx_Prx_4	pdb2kz5	0	0.013
A0A1I7SCF8_BURXY	pdb2lak	1	0.944
A0A1I7S161_BURXY	pdb6o6w	0	0
BxATG9_3	pdb6jxw	0	0.023
A0A060N411_BURMU	pdb2kif	0	0.001
BxCYP33C9_1	pdb2mm5	0	0.196
I4N0B6_9PSED	pdb2lze	0	0.01
BxCYP33C9_2	pdb2m16	1	0.631
cyp_33C9_2	pdb7mzx	1	0.931
A0A1I7S162_BURXY	pdb2l3f	0	0.003
I0QT18_9GAMM	pdb2nbn	0	0.008
BxATG16_3	pdb6xry	1	0.984
SapB3_3	pdb2m8x	0	0.287
I0QNP5_9GAMM	pdb2kkq	0	0.021
A0A1I7RIV0_BURXY	pdb2mbl	0	0.002
A0A1I7S161_BURXY	pdb2ljw	0	0
A0A1I7S412_BURXY	pdb2mh2	0	0
A0A7I8X2Z5_BURXY	pdb4lej	0	0.001
BxCYP33C4_4	pdb2ma5	0	0.002
BxCYP33C4_2	pdb1xes	0	nan
BxATG16_2	pdb7qcb	0	0.006
Bx_cpl_1_4	pdb2kd1	0	0.011
BxATG16_2	pdb2kpm	0	0.003
I0QNA0_9GAMM	pdb2lcg	0	0.019
Bx_Prx_4	pdb6o6w	0	0.007
BxCYP33C9_3	pdb1qyc	0	nan
A0A1I7S161_BURXY	pdb2mry	0	0
A0A1I7SCF8_BURXY	pdb5kp0	1	0.94
I0QQT8_9GAMM	pdb7m5t	0	0.016
BxATG16_3	pdb3sdu	1	0.957
BxATG1_2	pdb2nsx	0	nan
BxATG16_1	pdb6pqe	0	0
cyp_33C9_5	pdb6lqz	0	0.149
BxCYP33C4_5	pdb3hbh	1	0.607
Bx_cpl_1_4	pdb2l0a	0	0.007
BxPel1_4	pdb2lf2	0	0.004
BxCYP33D3_1	pdb6iwj	0	nan
BxSapB1_3	pdb2lnb	0	0.085
SapB3_2	pdb7m5t	0	0.052
BxATG1_3	pdb2n3k	0	0.053
I4N8B0_9PSED	pdb5nce	0	0.036
BxATG8_2	pdb7kix	0	0.028
Bx_cpl_1_5	pdb2luz	0	0.185
Bx_cpl_3_4	pdb2ma5	1	0.87
BxCYP33C9_3	pdb2lcg	0	0
Bx_tlp_1_3	pdb2l8v	1	0.943
BxATG1_3	pdb2l9p	0	0.096
BxCYP33C4_2	pdb5uke	0	0.113
Bx_cpl_2_1	pdb7kix	0	0.08
I0QYY0_9GAMM	pdb2kt1	1	0.931
BxSapB1_3	7mzw	0	0.175
A0A1I7S162_BURXY	pdb2lf2	0	0.002
I0QWV1_9GAMM	pdb2lnz	0	nan
BxATG16_1	pdb2nsx	0	nan
BxCYP33D3_5	pdb4lej	0	0.204
A0A7I8WZ01_BURXY	pdb8ubh	0	0.001
BxPel1_4	pdb2nbn	0	0.003
SapB3_1	pdb8ubh	0	0.068
A0A1I7RL98_BURXY	2kyq	0	0
I0QQT8_9GAMM	pdb6wlf	0	nan
I0QWV1_9GAMM	pdb2mbm	0	0.029
A0A7I8X2Z5_BURXY	pdb3sdr	0	0.002
A0A1I7RYC6_BURXY	pdb7knv	0	0.028
cyp_33C9_2	pdb7x5c	1	0.855
BxCYP33D3_4	pdb6jxw	0	0.067
A0A1I7RL98_BURXY	pdb5vso	0	0
A0A1I7SF60_BURXY	pdb3sae	0	0
I4MYK4_9PSED	pdb6prq	0	0.057
A0A7I8X2Z5_BURXY	pdb2l7q	0	0.002
A0A1I7RIV0_BURXY	pdb2kim	0	0.003
BxATG8_3	pdb2ko1	0	nan
A0A1I7RT14_BURXY	pdb2mh2	0	0.003
BxATG1_1	pdb2kt7	0	0.005
A0A1I7S5S3_BURXY	pdb2kw2	0	0.007
BxCYP33C4_1	pdb8c29	0	nan
A0A1I7S9L6_BURXY	pdb2l08	0	0
A0A1I7SF60_BURXY	pdb2n69	0	0
BxCYP33D3_3	pdb2kpm	1	0.606
BxATG8_1	pdb2kt1	0	0.001
Bx_tlp_1_3	pdb7n99	1	0.936
A0A7I8X2Z5_BURXY	pdb2lni	0	0.002
A0A1I7RJ71_BURXY	pdb7m5t	0	0
Bx_cpl_1_1	pdb6psi	0	nan
Bx_cpl_2_4	pdb2l09	0	0.213
cyp_33C9_3	pdb2kkq	0	0.221
Bx_cpl_1_2	pdb1qyc	0	nan
SapB3_2	pdb7x5c	0	0.023
BxCYP33C9_1	pdb2ksh	0	0.454
BxCYP33D3_3	pdb2l9p	1	0.735
SapB3_3	pdb2kw2	0	0.471
Bx_tlp_1_3	2lla	1	0.965
BxCYP33C9_2	pdb2nbn	0	0.321
Bx_cpl_2_3	pdb3sdv	0	0.19
BxATG9_5	pdb2m1l	0	nan
Bx_cpl_1_1	pdb2kz5	0	0.014
BxCYP33C9_1	pdb8c29	0	nan
BxSapB1_3	pdb6cgh	0	0.123
Bx_Prx_1	pdb5z55	0	0.059
BxSapB1_2	pdb2m01	1	0.589
BxATG1_2	pdb2ljw	0	0
BxSapB1	pdb2l0a	1	0.969
BxSapB1_4	pdb2ltd	0	nan
I0QT18_9GAMM	pdb6ppt	0	0.007
Bx_Prx_2	pdb2lso	0	0.016
BxPel1_4	pdb7mzx	0	0.006
BxSapB1_2	pdb6prj	1	0.566
A0A1I7S412_BURXY	pdb6nzl	0	0
A0A7I8X2Z5_BURXY	pdb2l5q	0	0.003
BxCYP33D3_5	pdb2luz	0	0.246
Bx_Prx_2	pdb6o6w	0	0.012
Bx_cpl_3_4	pdb2krt	1	0.952
BxCYP33C4_3	pdb6ppt	0	0.133
BxSapB1_2	pdb2lna	1	0.542
BxSapB1_4	pdb2ksh	0	0.193
A0A1I7RKM9_BURXY	pdb2ksh	1	0.509
BxCYP33C4_4	pdb2kpm	0	0.002
SapB3_4	2kcx	0	0.013
I0QMH2_9GAMM	pdb2kt8	0	0.399
Bx_cpl_3_4	pdb2n76	1	0.877
cyp_33C9_1	pdb2l0a	1	0.881
BxATG8_3	pdb2l08	0	0.002
cyp_33C9_2	pdb6prp	1	0.911
Bx_cpl_1_3	pdb2nt1	0	nan
Bx_cpl_1_5	pdb6prj	0	0.185
BxCYP33C4_5	2lla	1	0.804
I0QWV1_9GAMM	pdb6amw	0	0.054
SapB3_2	pdb2ljw	0	0.031
Bx_cpl_3_5	pdb2mv0	0	0.062
BxATG9_1	pdb6cgh	0	0
BxCYP33D3_5	pdb2l05	0	0.362
BxATG1_4	pdb2l9q	0	0
A0A1I7S6H9_BURXY	pdb2lk2	0	0.067
A0A1I7RYC6_BURXY	pdb2ljw	0	0.016
Bx_cpl_2_3	pdb7wcg	0	0.177
BxSapB1_5	6dxa	0	nan
BxSapB1_5	pdb2kt7	0	0.119
Bx_tlp_1_4	pdb3sdt	1	0.947
BxCYP33D3_2	pdb7lns	0	0
Bx_cpl_1_4	pdb6amv	0	0.01
cyp_33C9_1	pdb6jxw	1	0.889
Bx_tlp_1_3	pdb2l3a	0	nan
BxPel1_4	6dxa	0	nan
Bx_cpl_3_5	pdb2m1l	0	nan
Bx_cpl_1_1	pdb2l9q	0	0.022
BxCYP33C9_2	pdb2lnb	0	0.367
BxATG16_5	pdb2m1l	0	nan
Bx_Prx_2	pdb2lni	0	0.032
BxCYP33C4_5	pdb2lze	1	0.659
SapB3_2	pdb2ksh	0	0.064
SapB3_4	pdb8s9c	0	nan
BxSapB1_3	pdb2n75	0	0.07
A0A1I7S9L6_BURXY	pdb6xrg	0	0
Bx_cpl_2_2	pdb3hbd	0	0.157
SapB3_1	pdb2lek	0	0.036
Bx_cpl_2_1	pdb2mry	0	0.03
BxPel1_3	pdb2lx7	0	0.003
BxATG1_4	pdb2kw6	0	0
Bx_Prx_1	pdb1xes	0	nan
Bx_tlp_1_1	pdb6pq2	0	0.032
Bx_Prx_5	pdb2lch	1	0.522
Bx_Prx_5	pdb2kzw	0	0.405
BxSapB1	pdb6prp	1	0.975
Bx_Prx_5	pdb2krt	1	0.66
BxATG8_5	pdb3sdr	0	0
Bx_Prx_1	pdb2kt8	0	0.105
Bx_cpl_2_4	pdb2lgh	0	0.237
Bx_cpl_1_2	pdb2ma5	0	0.008
BxCYP33C9_4	pdb2l0c	0	0
cyp_33C9_4	pdb6wlf	0	nan
A0A1I7RL98_BURXY	pdb2n3j	0	nan
BxSapB1_5	pdb6jxu	0	0.102
A0A1I7RIV0_BURXY	pdb5ks6	0	0.004
BxCYP33D3_3	pdb4lej	1	0.611
Bx_Prx_3	pdb7qcb	0	0.425
I0QT18_9GAMM	pdb6nu4	0	0.007
Bx_cpl_1_4	pdb6lqz	0	0.005
A0A1I7RIV0_BURXY	pdb2l0a	0	0.003
BxATG9_4	pdb1xet	0	nan
BxATG16	pdb3hbd	1	0.96
I0QNA0_9GAMM	pdb6jxw	0	0.012
BxATG9_4	pdb2kif	0	0.042
SapB3_1	pdb7knv	0	0.051
BxCYP33C9_2	pdb2l7q	1	0.507
BxCYP33D3_2	pdb2n75	0	0
Bx_cpl_2_3	pdb2kzv	0	0.141
Bx_Prx_1	pdb7c1m	0	nan
A0A1I7RKV3_BURXY	pdb2lok	0	0
I0QWV1_9GAMM	pdb2ltl	0	0.041
A0A1I7RL98_BURXY	pdb2lio	0	0
I0QYY0_9GAMM	pdb2kpt	1	0.876
cyp_33C9_5	pdb6amw	0	0.276
Bx_cpl_3_3	pdb2lso	1	0.863
I0QM84_9GAMM	pdb3sdv	0	0.075
BxCYP33D3_2	pdb2lok	0	0
I0QM84_9GAMM	pdb5vso	0	0.062
A0A1I7RYC6_BURXY	pdb7m5t	0	0.028
A0A1I7S5S3_BURXY	pdb2lze	0	0.005
Bx_Prx_1	pdb2ksh	0	0.182
BxATG16_5	pdb6kna	0	0
I0QM84_9GAMM	pdb2n75	0	0.073
Bx_cpl_1_2	pdb2kct	0	0.009
BxATG8_1	pdb2llf	0	0
cyp_33C9_2	pdb7qcb	1	0.926
Bx_cpl_3_1	7mzw	0	0.413
BxATG1_1	pdb2lch	0	0.004
BxCYP33C4_1	pdb2lcg	0	0.223
BxPel1_5	pdb2l07	0	0.268
Bx_Prx_5	pdb2kpm	0	0.424
Bx_cpl_3_5	pdb3hbe	0	0.063
I4N5X7_9PSED	6dxa	0	nan
BxATG16_5	pdb6prq	0	0
Bx_cpl_2_3	pdb6wlf	0	nan
I4N4M3_9PSED	pdb2mh2	0	0.002
Bx_cpl_1_4	pdb8ftx	0	0.014
Bx_Prx_4	pdb2lak	0	0.009
A0A1I7RJ71_BURXY	2kyq	0	0
BxATG9_1	pdb3sdu	0	0
A0A1I7RIV0_BURXY	pdb2m8x	0	0.002
cyp_33C9_1	pdb7kix	1	0.94
Bx_cpl_2_5	pdb6kna	0	0.444
SapB3_2	pdb2lf2	0	0.036
BxCYP33C4_1	pdb2n75	0	0.117
SapB3_3	pdb8ftw	1	0.533
cyp_33C9_3	pdb2n3k	0	0.211
A0A1I7S6H9_BURXY	pdb2luz	0	0.071
BxATG8_4	pdb2kw6	0	0
BxATG1_5	pdb6kna	0	0.178
A0A1I7RL37_BURXY	pdb5krw	0	0.346
BxATG8_1	pdb2lak	0	0
BxATG9_2	pdb6jxu	0	0.17
Bx_cpl_2_2	pdb6nu4	0	0.136
BxATG9_1	pdb2ljl	0	0
BxATG8_1	pdb2ljw	0	0
I0QM84_9GAMM	pdb2lf2	0	0.106
BxATG8_2	pdb7qcb	0	0.02
BxATG9_2	pdb7y55	0	nan
BxSapB1_2	pdb2lnb	1	0.543
BxPel1_2	pdb6jxu	0	0.013
A0A1I7RKV3_BURXY	pdb2mry	0	0
BxCYP33D3_1	pdb2m16	0	0.017
BxATG16_5	pdb2lnu	0	0
BxCYP33D3_2	pdb2lso	0	0
Bx_cpl_1_1	pdb5vso	0	0.007
A0A1I7S161_BURXY	pdb2l8v	0	0
A0A1I7SCA3_BURXY	pdb2m16	0	0
BxCYP33C9_5	pdb3s9v	0	nan
BxCYP33D3_3	pdb2ksi	1	0.802
I4N5T3_9PSED	pdb2ksi	0	0.134
BxSapB1_2	pdb2mry	0	0.49
Bx_cpl_2_4	7mzw	0	0.363
BxCYP33C9_4	pdb2kzv	0	0
A0A1I7S161_BURXY	pdb2ma6	0	0
I0QYP7_9GAMM	pdb7m5t	0	0.01
BxATG16_3	pdb2ma6	1	0.915
Bx_cpl_3_1	pdb6prj	0	0.255
SapB3_2	pdb2ma6	0	0.023
BxATG8_2	pdb8ftx	0	0.025
A0A1I7RL37_BURXY	pdb7lu8	1	0.538
Bx_Prx_5	pdb2lak	0	0.439
BxATG16_2	pdb2ksi	0	0.009
Bx_cpl_3_2	pdb2mk2	0	0
BxSapB1	pdb2mm6	1	0.959
BxSapB1	pdb8c29	0	nan
A0A1I7SF60_BURXY	pdb2l0c	0	0
I0QYP7_9GAMM	pdb2lna	0	0.006
I0QT18_9GAMM	pdb2nsx	0	nan
BxATG8_2	pdb2lio	0	0.015
A0A1I7S412_BURXY	pdb2lak	0	0
A0A1I7RT14_BURXY	pdb2lnb	0	0.002
A0A1I7S6H9_BURXY	pdb2kpt	0	0.075
I4N5X7_9PSED	pdb3sdu	0	0.004
SapB3_5	pdb6amw	0	0.415
I4N4Q3_9PSED	pdb2n3k	0	0.002
BxCYP33C9_2	pdb7c1m	0	nan
Bx_cpl_2_5	pdb3hbe	0	0.262
BxCYP33C9_4	pdb7mzx	0	0
I4MYK4_9PSED	pdb2m01	0	0.046
BxCYP33D3_2	pdb2mm5	0	0
BxPel1_3	pdb8c29	0	nan
BxATG1_4	pdb2mm6	0	0
cyp_33C9_5	pdb3sdq	0	0.286
A0A1I7SCA3_BURXY	pdb2kzw	0	0
BxCYP33C9_4	pdb6tfb	0	nan
BxATG16_5	pdb6j4i	0	0
BxATG16	pdb2kzv	1	0.946
I0QM84_9GAMM	pdb2lq3	0	0.077
Bx_tlp_1_5	pdb2kt1	1	0.963
Bx_Prx_4	pdb7lns	0	0.017
BxSapB1_3	pdb2kzv	0	0.052
BxATG1_5	pdb6o6w	0	0.075
BxCYP33C9_3	pdb2l8v	0	0
Bx_Prx_5	pdb2lni	1	0.604
BxCYP33C9_3	pdb8ftw	0	0
BxPel1_5	pdb2kw2	0	0.172
A0A1I7SCF8_BURXY	pdb2l5q	1	0.976
BxATG8_3	pdb7qcc	0	0.002
cyp_33C9_1	pdb7n99	1	0.905
A0A1I7RKV3_BURXY	pdb3sdr	0	0
SapB3_1	pdb2lfi	0	0.036
I0QWV1_9GAMM	pdb2mbl	0	0.029
BxATG1_5	pdb2kw2	0	0.165
Bx_cpl_3_1	pdb2nsx	0	nan
BxATG16_5	pdb6nu4	0	0
A0A1I7RT14_BURXY	pdb2lio	0	0.002
A0A1I7RL37_BURXY	pdb6amv	0	0.493
BxCYP33C9_1	pdb7jyn	1	0.627
cyp_33C9_5	pdb2l9p	0	0.283
